REGION,DISTRICT,YEAR,CROP,AREA (HA),YIELD (MT/HA),PRODUCTION (MT)
CENTRAL,AGONA WEST (SWEDRU),2015,COCOYAM,35.2,2.96,104.26
CENTRAL,UPPER DENKYIRA EAST,2015,PLANTAIN,"2,489.74",8.72,"21,721.83"
CENTRAL,UPPER DENKYIRA WEST,2015,PLANTAIN,"3,695.68",8.95,"33,079.12"
CENTRAL,TWIFO HERMAN LOWER DENKYIRA,2015,PLANTAIN,"2,989.58",8.88,"26,553.21"
CENTRAL,ASSIN SOUTH,2015,PLANTAIN,"1,845.73",11.31,"20,877.84"
CENTRAL,ASSIN NORTH,2015,PLANTAIN,"2,036.20",7.08,"14,420.21"
CENTRAL,ABURA-ASEBU-KWAMANKESE,2015,PLANTAIN,"1,555.30",1.51,"2,355.88"
CENTRAL,ASIKUMA-ODOBEN-BRAKWA,2015,PLANTAIN,546.14,9.15,"4,995.84"
CENTRAL,MFANTSIMAN,2015,PLANTAIN,463.01,7.28,"3,370.10"
CENTRAL,KOMENDA-EDINA-EGUAFO-ABIREM,2015,PLANTAIN,636.64,8.26,"5,260.08"
CENTRAL,AJUMAKO-ENYAN-ESIAM,2015,PLANTAIN,734.51,7.38,"5,418.45"
CENTRAL,EFFUTU (WINNEBA),2015,PLANTAIN,16.89,11.26,190.21
CENTRAL,AWUTU-SENYA,2015,PLANTAIN,59.98,13.58,814.75
CENTRAL,GOMOA EAST,2015,PLANTAIN,17.89,9.84,175.96
CENTRAL,GOMOA WEST,2015,PLANTAIN,19.99,8.71,174.24
CENTRAL,CAPE COAST,2015,PLANTAIN,138.9,6.59,915.39
CENTRAL,AGONA EAST,2015,PLANTAIN,"1,544.78",6.71,"10,362.59"
CENTRAL,AGONA WEST (SWEDRU),2015,PLANTAIN,"1,404.82",12.1,"16,995.91"
VOLTA,NKWANTA NORTH,2015,SORGHUM,305,1.05,320.92
VOLTA,NKWANTA SOUTH,2015,SORGHUM,340,0.95,322.27
VOLTA,KRACHI WEST,2015,SORGHUM,"2,585.00",1.13,"2,922.26"
VOLTA,KRACHI EAST,2015,SORGHUM,"1,320.00",1.23,"1,618.48"
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),2015,COCOYAM,120,6.43,772.14
VOLTA,SOUTH DAYI,2015,COCOYAM,110,5.15,566.24
VOLTA,HOHOE MUNICIPAL,2015,COCOYAM,255,3.81,971.86
VOLTA,JASIKAN,2015,COCOYAM,"2,210.00",10.59,"23,408.82"
VOLTA,BIAKOYE,2015,COCOYAM,"1,400.00",10.59,"14,829.12"
VOLTA,KADJEBI,2015,COCOYAM,"2,304.00",8.72,"20,093.79"
VOLTA,NKWANTA NORTH,2015,COCOYAM,450,5.84,"2,628.26"
VOLTA,NKWANTA SOUTH,2015,COCOYAM,458,6.53,"2,992.35"
VOLTA,KRACHI WEST,2015,COCOYAM,85,3.54,301.24
VOLTA,KRACHI EAST,2015,COCOYAM,121,4.08,493.5
VOLTA,HO MUNICIPAL,2015,COCOYAM,480,3.62,"1,739.11"
VOLTA,ADAKLU ANYIGBE,2015,COCOYAM,31,5.28,163.57
VOLTA,KPANDO MUNICIPAL (NORTH DAYI),2015,PLANTAIN,276.94,4.88,"1,350.71"
VOLTA,SOUTH DAYI,2015,PLANTAIN,199.4,5.5,"1,096.82"
VOLTA,HOHOE MUNICIPAL,2015,PLANTAIN,700.12,6.16,"4,313.19"
VOLTA,JASIKAN,2015,PLANTAIN,"3,745.40",8.21,"30,731.25"
VOLTA,BIAKOYE,2015,PLANTAIN,"1,196.40",8.2,"9,805.58"
VOLTA,KADJEBI,2015,PLANTAIN,"2,797.14",7.21,"20,181.26"
VOLTA,NKWANTA NORTH,2015,PLANTAIN,307.96,6.55,"2,018.66"
VOLTA,NKWANTA SOUTH,2015,PLANTAIN,273.62,6.28,"1,718.30"
VOLTA,KRACHI WEST,2015,PLANTAIN,167.27,4.79,802.03
VOLTA,KRACHI EAST,2015,PLANTAIN,232.63,5.7,"1,326.54"
VOLTA,HO MUNICIPAL,2015,PLANTAIN,354.49,9.57,"3,392.83"
VOLTA,ADAKLU ANYIGBE,2015,PLANTAIN,57.6,5,287.81
VOLTA,NORTH TONGU,2015,COWPEA,52.69,1.56,82.42
VOLTA,SOUTH TONGU (SOGAKOPE),2015,COWPEA,36.59,1.52,55.53
VOLTA,AKATSI,2015,COWPEA,538.65,2.7,"1,452.40"
VOLTA,KETA MUNICIPAL,2015,COWPEA,376.18,1.28,483.01
VOLTA,NKWANTA NORTH,2015,COWPEA,300.06,1.4,420.3
VOLTA,NKWANTA SOUTH,2015,COWPEA,580.37,1.42,826.48
VOLTA,KRACHI WEST,2015,COWPEA,203.46,1.46,296.86
EASTERN,BIRIM SOUTH,2015,COCOYAM,"1,768.00",9.16,"16,192.99"
EASTERN,BIRIM CENTRAL,2015,COCOYAM,"2,379.00",9.26,"22,023.39"
EASTERN,WEST AKIM,2015,COCOYAM,"1,248.00",6.99,"8,726.40"
EASTERN,SUHUM KRABOA COALTAR,2015,COCOYAM,561,7.98,"4,475.17"
EASTERN,AKUAPIM SOUTH,2015,COCOYAM,285,5.22,"1,487.59"
EASTERN,AKUAPIM NORTH,2015,COCOYAM,317,7.98,"2,528.75"
EASTERN,NEW JUABEN,2015,COCOYAM,324,7.68,"2,488.87"
EASTERN,YILO KROBO,2015,COCOYAM,832,5.22,"4,342.71"
EASTERN,EAST AKIM,2015,COCOYAM,"2,258.00",8.37,"18,901.87"
EASTERN,ATIWA,2015,COCOYAM,"3,558.00",9.75,"34,689.90"
EASTERN,KWAEBIBIREM,2015,COCOYAM,"2,725.00",8.57,"23,347.89"
EASTERN,BIRIM NORTH,2015,COCOYAM,934,8.08,"7,542.63"
EASTERN,AKYEMANSA,2015,COCOYAM,"1,323.00",8.47,"11,205.22"
EASTERN,KWAHU WEST,2015,COCOYAM,"1,091.00",7.66,"8,359.23"
EASTERN,KWAHU SOUTH,2015,COCOYAM,499,7.58,"3,784.02"
EASTERN,KWAHU EAST,2015,COCOYAM,475,7.48,"3,555.24"
EASTERN,FANTEAKWA,2015,COCOYAM,"7,598.00",8.77,"66,596.48"
EASTERN,AFRAM PLAINS,2015,COCOYAM,40,4.92,196.97
EASTERN,ASUOGYAMAN,2015,COCOYAM,36,4.92,177.27
EASTERN,LOWER MANYA KROBO,2015,COCOYAM,50,6.89,344.69
EASTERN,UPPER MANYA KROBO,2015,COCOYAM,78,6.89,537.72
EASTERN,BIRIM SOUTH,2015,PLANTAIN,"3,678.65",11.1,"40,839.55"
EASTERN,BIRIM CENTRAL,2015,PLANTAIN,"5,014.14",11,"55,150.37"
EASTERN,WEST AKIM,2015,PLANTAIN,"9,807.72",10.54,"103,338.04"
EASTERN,SUHUM KRABOA COALTAR,2015,PLANTAIN,"7,679.04",8.94,"68,674.32"
EASTERN,AKUAPIM SOUTH,2015,PLANTAIN,"1,578.30",9.56,"15,088.32"
EASTERN,AKUAPIM NORTH,2015,PLANTAIN,"1,639.00",10.07,"16,511.04"
EASTERN,NEW JUABEN,2015,PLANTAIN,840.75,10.69,"8,988.10"
EASTERN,YILO KROBO,2015,PLANTAIN,602.99,9.46,"5,702.53"
EASTERN,EAST AKIM,2015,PLANTAIN,"5,031.34",11,"55,339.54"
EASTERN,ATIWA,2015,PLANTAIN,"8,113.07",8.84,"71,721.94"
EASTERN,KWAEBIBIREM,2015,PLANTAIN,"5,928.75",10.28,"60,944.00"
EASTERN,BIRIM NORTH,2015,PLANTAIN,"4,492.09",10.71,"48,115.39"
EASTERN,AKYEMANSA,2015,PLANTAIN,"6,437.65",10.18,"65,513.45"
EASTERN,KWAHU WEST,2015,PLANTAIN,"2,453.45",10.79,"26,481.00"
EASTERN,KWAHU SOUTH,2015,PLANTAIN,"4,542.67",9.77,"44,361.20"
EASTERN,KWAHU EAST,2015,PLANTAIN,"3,080.72",9.66,"29,767.92"
EASTERN,FANTEAKWA,2015,PLANTAIN,"13,888.04",11,"152,754.06"
EASTERN,AFRAM PLAINS,2015,PLANTAIN,137.6,6.99,961.79
EASTERN,ASUOGYAMAN,2015,PLANTAIN,912.58,8.53,"7,786.06"
EASTERN,LOWER MANYA KROBO,2015,PLANTAIN,250.91,9.97,"2,501.82"
EASTERN,UPPER MANYA KROBO,2015,PLANTAIN,391.54,10.13,"3,964.43"
EASTERN,KWAHU SOUTH,2015,GROUNDNUT,865,1.26,"1,090.39"
EASTERN,KWAHU EAST,2015,GROUNDNUT,855,1.22,"1,039.29"
EASTERN,FANTEAKWA,2015,GROUNDNUT,393,1.08,424.63
EASTERN,AFRAM PLAINS,2015,GROUNDNUT,"8,350.00",1.26,"10,525.70"
EASTERN,AKUAPIM SOUTH,2015,COWPEA,89.96,1.19,107.48
EASTERN,NEW JUABEN,2015,COWPEA,31.52,1.43,45.19
EASTERN,YILO KROBO,2015,COWPEA,19.04,1.43,27.3
EASTERN,KWAHU SOUTH,2015,COWPEA,14.45,0.97,13.98
EASTERN,KWAHU EAST,2015,COWPEA,9.19,, - 
EASTERN,FANTEAKWA,2015,COWPEA,450.47,1.43,645.8
EASTERN,AFRAM PLAINS,2015,COWPEA,771.57,1.55,"1,198.32"
EASTERN,LOWER MANYA KROBO,2015,COWPEA,28.89,1.43,41.42
EASTERN,UPPER MANYA KROBO,2015,COWPEA,49.91,1.55,77.51
ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),2015,COCOYAM,"1,213.61",7.15,"8,680.37"
ASHANTI, BOSOME FREHO ,2015,COCOYAM,"1,462.73",5.58,"8,169.15"
ASHANTI,AMANSIE CENTRAL,2015,COCOYAM,"1,391.70",6.17,"8,590.57"
ASHANTI, AMANSIE WEST ,2015,COCOYAM,"1,221.61",7.15,"8,737.62"
ASHANTI,EJURA SEKYEREDUMASE,2015,COCOYAM,30.02,4.31,129.4
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2015,COCOYAM,794.4,5.78,"4,592.27"
ASHANTI, SEKYERE CENTRAL ,2015,COCOYAM,"1,284.64",6.17,"7,929.76"
ASHANTI, SEKYERE EAST ,2015,COCOYAM,567.28,6.07,"3,446.11"
ASHANTI, SEKYERE AFRAM PLAINS ,2015,COCOYAM,"1,362.68",5.68,"7,743.90"
ASHANTI, SEKYERE SOUTH ,2015,COCOYAM,"2,188.09",6.07,"13,292.14"
ASHANTI, AFIGYA KWABRE ,2015,COCOYAM,"2,362.18",6.07,"14,349.68"
ASHANTI, AHAFO ANO NORTH ,2015,COCOYAM,"6,341.17",5.68,"36,035.85"
ASHANTI, AHAFO ANO SOUTH ,2015,COCOYAM,"9,422.71",6.27,"59,087.17"
ASHANTI, ATWIMA MPONUA ,2015,COCOYAM,"6,354.18",5.29,"33,619.43"
ASHANTI, ATWIMA NWABIAGYA ,2015,COCOYAM,"5,102.55",4.8,"24,497.44"
ASHANTI, EJUSU JUABEN ,2015,COCOYAM,"2,301.15",5.19,"11,949.73"
ASHANTI, BOSUMTWE ,2015,COCOYAM,441.22,5.65,"2,494.42"
ASHANTI, ATWIMA KWANWOMA ,2015,COCOYAM,543.27,5.65,"3,071.36"
ASHANTI, KWABRE EAST ,2015,COCOYAM,"1,701.85",6.86,"11,672.31"
ASHANTI, OFFINSO ,2015,COCOYAM,861.43,6.86,"5,908.21"
ASHANTI, OFFINSO NORTH ,2015,COCOYAM,911.46,4.21,"3,840.09"
ASHANTI, ADANSI NORTH ,2015,COCOYAM,"1,000.50",5.58,"5,587.65"
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2015,COCOYAM,421.21,4.7,"1,980.97"
ASHANTI,ADANSI  SOUTH,2015,COCOYAM,"2,219.11",6.37,"14,132.84"
ASHANTI, ASANTE AKIM NORTH ,2015,COCOYAM,"1,116.56",6.56,"7,329.82"
ASHANTI, ASANTE AKIM SOUTH ,2015,COCOYAM,"7,894.95",5.09,"40,224.43"
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2015,COCOYAM,7.2,4.41,31.76
ASHANTI,BEKWAI MUNICIPAL (AMANSIE EAST),2015,PLANTAIN,"3,646.75",11.12,"40,548.53"
ASHANTI, BOSOME FREHO ,2015,PLANTAIN,"4,706.13",11.73,"55,208.36"
ASHANTI,AMANSIE CENTRAL,2015,PLANTAIN,"5,021.22",10.71,"53,782.57"
ASHANTI, AMANSIE WEST ,2015,PLANTAIN,"3,534.65",11.22,"39,662.66"
ASHANTI,EJURA SEKYEREDUMASE,2015,PLANTAIN,919.01,10.71,"9,843.55"
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2015,PLANTAIN,"1,615.84",11.22,"18,131.50"
ASHANTI, SEKYERE CENTRAL ,2015,PLANTAIN,"2,738.85",12.24,"33,526.80"
ASHANTI, SEKYERE EAST ,2015,PLANTAIN,"1,314.89",12.24,"16,095.83"
ASHANTI, SEKYERE AFRAM PLAINS ,2015,PLANTAIN,"1,514.85",12.14,"18,389.05"
ASHANTI, SEKYERE SOUTH ,2015,PLANTAIN,"2,529.80",11.22,"28,387.13"
ASHANTI, AFIGYA KWABRE ,2015,PLANTAIN,"2,424.77",10.71,"25,971.83"
ASHANTI, AHAFO ANO NORTH ,2015,PLANTAIN,"7,484.37",12.75,"95,435.06"
ASHANTI, AHAFO ANO SOUTH ,2015,PLANTAIN,"8,181.20",12.24,"100,147.70"
ASHANTI, ATWIMA MPONUA ,2015,PLANTAIN,"8,651.81",11.22,"97,082.86"
ASHANTI, ATWIMA NWABIAGYA ,2015,PLANTAIN,"4,794.00",11.22,"53,793.90"
ASHANTI, EJUSU JUABEN ,2015,PLANTAIN,"3,505.36",11.22,"39,334.03"
ASHANTI, BOSUMTWE ,2015,PLANTAIN,"1,919.82",11.22,"21,542.49"
ASHANTI, ATWIMA KWANWOMA ,2015,PLANTAIN,"1,316.91",11.22,"14,777.17"
ASHANTI, KWABRE EAST ,2015,PLANTAIN,"1,616.85",11.22,"18,142.83"
ASHANTI, OFFINSO ,2015,PLANTAIN,"2,424.77",12.24,"29,682.09"
ASHANTI, OFFINSO NORTH ,2015,PLANTAIN,"4,545.56",12.75,"57,961.57"
ASHANTI, ADANSI NORTH ,2015,PLANTAIN,"4,528.39",12.24,"55,432.95"
ASHANTI,OBUASI MUNICIPAL (ADANSI WEST),2015,PLANTAIN,939.21,11.22,"10,538.94"
ASHANTI,ADANSI  SOUTH,2015,PLANTAIN,"3,029.70",11.22,"33,996.57"
ASHANTI, ASANTE AKIM NORTH ,2015,PLANTAIN,"10,706.95",12.75,"136,526.99"
ASHANTI, ASANTE AKIM SOUTH ,2015,PLANTAIN,"7,827.73",13.06,"102,208.93"
ASHANTI,KUMASI METROPOLITAN ASSEMBLY,2015,PLANTAIN,920.02,11.22,"10,323.62"
ASHANTI,EJURA SEKYEREDUMASE,2015,GROUNDNUT,"4,607.91",1.28,"5,899.37"
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2015,GROUNDNUT,380.86,1.36,516.28
ASHANTI, SEKYERE CENTRAL ,2015,GROUNDNUT,223.69,1.05,235.85
ASHANTI, SEKYERE EAST ,2015,GROUNDNUT,75.21,0.98,73.63
ASHANTI, SEKYERE AFRAM PLAINS ,2015,GROUNDNUT,74.24,0.98,72.69
ASHANTI, SEKYERE SOUTH ,2015,GROUNDNUT,40.5,1.2,48.8
ASHANTI, AFIGYA KWABRE ,2015,GROUNDNUT,23.14,1.2,27.88
ASHANTI, ATWIMA NWABIAGYA ,2015,GROUNDNUT,16.39,1.05,17.28
ASHANTI, OFFINSO ,2015,GROUNDNUT,207.3,1.13,234.18
ASHANTI, OFFINSO NORTH ,2015,GROUNDNUT,592.98,1.2,714.52
ASHANTI,EJURA SEKYEREDUMASE,2015,COWPEA,"6,160.20",0.53,"3,235.83"
ASHANTI,MAMPONG MUNICIPAL (SEKYERE WEST) ,2015,COWPEA,589.78,0.94,553.21
ASHANTI, SEKYERE CENTRAL ,2015,COWPEA,385.07,0.94,361.19
ASHANTI, SEKYERE EAST ,2015,COWPEA,18.94,0.94,17.76
ASHANTI, SEKYERE AFRAM PLAINS ,2015,COWPEA,82.97,0.94,77.82
ASHANTI, SEKYERE SOUTH ,2015,COWPEA,46.89, - , - 
ASHANTI, AFIGYA KWABRE ,2015,COWPEA,36.97, - , - 
ASHANTI, AHAFO ANO NORTH ,2015,COWPEA,106.41,0.94,99.81
ASHANTI, ATWIMA NWABIAGYA ,2015,COWPEA,29.76,0.94,27.91
ASHANTI, BOSUMTWE ,2015,COWPEA,70.34,0.28,19.79
ASHANTI, OFFINSO ,2015,COWPEA,207.41,0.66,136.19
ASHANTI, OFFINSO NORTH ,2015,COWPEA,306.61,0.94,287.6
ASHANTI, ASANTE AKIM NORTH ,2015,COWPEA,64.03,0.94,60.06
BRONG AHAFO, WENCHI MUNICIPAL ,2015,SORGHUM,113,1.12,126.09
BRONG AHAFO, NKORANZA SOUTH ,2015,SORGHUM,45.02,0.93,41.74
BRONG AHAFO, NKORANZA NORTH ,2015,SORGHUM,53.01,0.94,49.57
BRONG AHAFO, KINTAMPO NORTH ,2015,SORGHUM,172.05,0.99,170.44
BRONG AHAFO, ATEBUBU -AMANTIN ,2015,SORGHUM,136,1.64,223.49
BRONG AHAFO, TAIN ,2015,SORGHUM,153,1.08,165.22
BRONG AHAFO, SUNYANI MUNICIPAL ,2015,COCOYAM,680.39,4.27,"2,902.63"
BRONG AHAFO, SUNYANI WEST ,2015,COCOYAM,"1,013.58",4.22,"4,280.39"
BRONG AHAFO, ASUTIFI ,2015,COCOYAM,"14,362.17",7.53,"108,162.03"
BRONG AHAFO,DORMAA MUNICIPAL,2015,COCOYAM,"3,071.75",5.89,"18,092.38"
BRONG AHAFO, DORMAA EAST ,2015,COCOYAM,"1,594.91",4.02,"6,405.39"
BRONG AHAFO, BEREKUM ,2015,COCOYAM,"4,694.67",7.45,"34,978.60"
BRONG AHAFO, TANO NORTH ,2015,COCOYAM,"1,756.00",6.44,"11,306.85"
BRONG AHAFO, TANO SOUTH ,2015,COCOYAM,"2,533.44",6.32,"16,014.84"
BRONG AHAFO, NKORANZA SOUTH ,2015,COCOYAM,282.16,4.38,"1,235.58"
BRONG AHAFO, NKORANZA NORTH ,2015,COCOYAM,346.2,4.42,"1,529.76"
BRONG AHAFO,TECHIMAN MUNICIPAL,2015,COCOYAM,"1,540.88",5.7,"8,786.33"
BRONG AHAFO, ASUNAFO NORTH ,2015,COCOYAM,"4,232.41",8.22,"34,792.28"
BRONG AHAFO, ASUNAFO SOUTH ,2015,COCOYAM,"10,525.99",7.36,"77,434.40"
BRONG AHAFO, JAMAN NORTH ,2015,COCOYAM,962.55,6.99,"6,726.05"
BRONG AHAFO, JAMAN SOUTH ,2015,COCOYAM,"2,781.58",, - 
BRONG AHAFO, KINTAMPO NORTH ,2015,COCOYAM,221.13,5.03,"1,113.00"
BRONG AHAFO, KINTAMPO SOUTH ,2015,COCOYAM,372.21,5.91,"2,201.48"
BRONG AHAFO, SUNYANI MUNICIPAL ,2015,PLANTAIN,"2,910.84",12.49,"36,347.89"
BRONG AHAFO, SUNYANI WEST ,2015,PLANTAIN,"3,630.70",12.31,"44,699.06"
BRONG AHAFO, ASUTIFI ,2015,PLANTAIN,"18,452.58",17.77,"327,858.96"
BRONG AHAFO, WENCHI MUNICIPAL ,2015,PLANTAIN,"1,038.21",8.16,"8,475.97"
BRONG AHAFO,DORMAA MUNICIPAL,2015,PLANTAIN,"3,147.08",11.13,"35,027.09"
BRONG AHAFO, DORMAA EAST ,2015,PLANTAIN,"2,079.46",9.85,"20,477.54"
BRONG AHAFO, BEREKUM ,2015,PLANTAIN,"3,746.28",10.6,"39,727.87"
BRONG AHAFO, TANO NORTH ,2015,PLANTAIN,"4,652.69",13.1,"60,943.81"
BRONG AHAFO, TANO SOUTH ,2015,PLANTAIN,"4,755.09",12.61,"59,955.81"
BRONG AHAFO, NKORANZA SOUTH ,2015,PLANTAIN,549.52,7.54,"4,144.39"
BRONG AHAFO, NKORANZA NORTH ,2015,PLANTAIN,"4,856.48",7.8,"37,887.08"
BRONG AHAFO,TECHIMAN MUNICIPAL,2015,PLANTAIN,"3,897.35",, - 
BRONG AHAFO, ASUNAFO NORTH ,2015,PLANTAIN,"4,177.18",, - 
BRONG AHAFO, ASUNAFO SOUTH ,2015,PLANTAIN,"13,306.13",20.04,"266,603.16"
BRONG AHAFO, JAMAN NORTH ,2015,PLANTAIN,590.08,9.24,"5,449.58"
BRONG AHAFO, JAMAN SOUTH ,2015,PLANTAIN,"1,340.35",9.59,"12,859.56"
BRONG AHAFO, KINTAMPO NORTH ,2015,PLANTAIN,48.67,6.97,339.04
BRONG AHAFO, KINTAMPO SOUTH ,2015,PLANTAIN,58.8,7.99,470.08
BRONG AHAFO, ATEBUBU -AMANTIN ,2015,PLANTAIN,11.68,0.98,11.44
BRONG AHAFO, TAIN ,2015,PLANTAIN,61.85,6.17,381.68
BRONG AHAFO, WENCHI MUNICIPAL ,2015,GROUNDNUT,821,0.64,527.96
BRONG AHAFO, SENE ,2015,GROUNDNUT,"3,105.00",0.88,"2,735.81"
BRONG AHAFO, NKORANZA SOUTH ,2015,GROUNDNUT,"2,215.00",0.72,"1,591.89"
BRONG AHAFO,TECHIMAN MUNICIPAL,2015,GROUNDNUT,230,0.77,176.79
BRONG AHAFO, KINTAMPO NORTH ,2015,GROUNDNUT,"2,800.00",1.11,"3,115.78"
BRONG AHAFO, ATEBUBU -AMANTIN ,2015,GROUNDNUT,"1,680.00",1.23,"2,069.61"
BRONG AHAFO, PRU ,2015,GROUNDNUT,"2,415.00",1.11,"2,673.41"
BRONG AHAFO, TAIN ,2015,GROUNDNUT,643,0.98,628.76
BRONG AHAFO, WENCHI MUNICIPAL ,2015,COWPEA,"2,200.52",0.86,"1,884.93"
BRONG AHAFO, NKORANZA SOUTH ,2015,COWPEA,"2,640.80",0.92,"2,422.57"
BRONG AHAFO,TECHIMAN MUNICIPAL,2015,COWPEA,664.5,1.2,795.96
BRONG AHAFO, KINTAMPO NORTH ,2015,COWPEA,809.15,1.3,"1,055.20"
BRONG AHAFO, ATEBUBU -AMANTIN ,2015,COWPEA,459.27,1.3,596.97
BRONG AHAFO, TAIN ,2015,COWPEA,435.76,1.24,540.38
UPPER EAST,BUILSA,2015,MILLET,"5,585.19",0.72,"4,032.06"
UPPER EAST,KASSENA NANKANA EAST ,2015,MILLET,"2,955.98",0.56,"1,659.77"
UPPER EAST,KASSENA NANKANA WEST,2015,MILLET,"1,970.66",0.56,"1,106.51"
UPPER EAST,BOLGATANGA MUNICIPAL,2015,MILLET,"3,580.56",1,"3,590.11"
UPPER EAST,BAWKU MUNICIPAL,2015,MILLET,"9,753.35",0.96,"9,388.19"
UPPER EAST,BAWKU WEST,2015,MILLET,"10,892.57",0.97,"10,593.98"
UPPER EAST,BONGO,2015,MILLET,"5,460.28",0.68,"3,722.89"
UPPER EAST,GARU TEMPANE,2015,MILLET,"6,885.31",0.8,"5,522.94"
UPPER EAST,TALENSI NABDAM,2015,MILLET,"4,247.10",0.54,"2,299.55"
UPPER EAST,BUILSA,2015,SORGHUM,"5,349.40",1.01,"5,386.65"
UPPER EAST,KASSENA NANKANA EAST ,2015,SORGHUM,"4,666.09",0.74,"3,440.03"
UPPER EAST,KASSENA NANKANA WEST,2015,SORGHUM,"2,999.70",0.8,"2,400.29"
UPPER EAST,BOLGATANGA MUNICIPAL,2015,SORGHUM,"4,889.15",1.17,"5,714.42"
UPPER EAST,BAWKU MUNICIPAL,2015,SORGHUM,"8,680.16",0.88,"7,648.03"
UPPER EAST,BAWKU WEST,2015,SORGHUM,"10,799.74",0.97,"10,486.54"
UPPER EAST,BONGO,2015,SORGHUM,"4,524.79",0.82,"3,701.99"
UPPER EAST,GARU TEMPANE,2015,SORGHUM,"7,014.78",0.58,"4,036.36"
UPPER EAST,TALENSI NABDAM,2015,SORGHUM,"4,243.19",0.9,"3,814.94"
UPPER EAST,BUILSA,2015,GROUNDNUT,"6,521.47",1.16,"7,544.71"
UPPER EAST,KASSENA NANKANA EAST ,2015,GROUNDNUT,"6,464.82",0.49,"3,164.26"
UPPER EAST,KASSENA NANKANA WEST,2015,GROUNDNUT,"4,309.88",0.51,"2,186.22"
UPPER EAST,BOLGATANGA MUNICIPAL,2015,GROUNDNUT,"6,462.79",0.71,"4,601.12"
UPPER EAST,BAWKU MUNICIPAL,2015,GROUNDNUT,"12,393.43",0.62,"7,720.45"
UPPER EAST,BAWKU WEST,2015,GROUNDNUT,"9,510.06",0.74,"7,024.49"
UPPER EAST,BONGO,2015,GROUNDNUT,"6,257.42",0.54,"3,396.86"
UPPER EAST,GARU TEMPANE,2015,GROUNDNUT,"6,070.25",0.53,"3,241.24"
UPPER EAST,TALENSI NABDAM,2015,GROUNDNUT,"4,138.90",0.39,"1,620.66"
UPPER EAST,BUILSA,2015,COWPEA,"1,467.00",0.49,720.18
UPPER EAST,KASSENA NANKANA EAST ,2015,COWPEA,705,0.66,463.78
UPPER EAST,KASSENA NANKANA WEST,2015,COWPEA,503,0.69,345.71
UPPER EAST,BOLGATANGA MUNICIPAL,2015,COWPEA,"1,345.00",0.23,303.73
UPPER EAST,BAWKU MUNICIPAL,2015,COWPEA,"3,215.00",0.79,"2,525.31"
UPPER EAST,BAWKU WEST,2015,COWPEA,"3,000.00",0.74,"2,209.16"
UPPER EAST,BONGO,2015,COWPEA,"1,650.00",0.8,"1,312.24"
UPPER EAST,GARU TEMPANE,2015,COWPEA,"4,950.00",0.74,"3,645.11"
UPPER EAST,TALENSI NABDAM,2015,COWPEA,"1,400.00",0.51,714.78
UPPER WEST,WA WEST,2015,MILLET,"6,935.87",0.4,"2,773.47"
UPPER WEST,WA EAST,2015,MILLET,"6,576.08",0.72,"4,733.29"
UPPER WEST,WA MUNICIPAL,2015,MILLET,"6,885.90",0.98,"6,746.05"
UPPER WEST,LAWRA,2015,MILLET,"10,773.58",0.92,"9,908.57"
UPPER WEST,SISSALA EAST,2015,MILLET,"3,248.06",1.14,"3,701.63"
UPPER WEST,SISSALA WEST,2015,MILLET,"4,957.05",0.91,"4,516.29"
UPPER WEST,JIRAPA,2015,MILLET,"8,664.84",0.38,"3,299.00"
UPPER WEST,LAMBUSSIE-KARNI,2015,MILLET,"6,446.16",0.55,"3,544.27"
UPPER WEST,NADOWLI,2015,MILLET,"7,595.47",0.95,"7,213.43"
UPPER WEST,WA WEST,2015,SORGHUM,"6,129.10",0.66,"4,024.61"
UPPER WEST,WA EAST,2015,SORGHUM,"3,928.66",0.75,"2,953.09"
UPPER WEST,WA MUNICIPAL,2015,SORGHUM,"6,983.16",0.79,"5,550.77"
UPPER WEST,LAWRA,2015,SORGHUM,"36,975.58",0.98,"36,099.96"
UPPER WEST,SISSALA EAST,2015,SORGHUM,894.25,1.31,"1,174.39"
UPPER WEST,SISSALA WEST,2015,SORGHUM,"9,404.66",0.74,"6,988.03"
UPPER WEST,JIRAPA,2015,SORGHUM,"12,207.97",0.48,"5,801.22"
UPPER WEST,LAMBUSSIE-KARNI,2015,SORGHUM,"7,455.40",0.48,"3,607.22"
UPPER WEST,NADOWLI,2015,SORGHUM,"19,633.23",0.76,"14,927.52"
UPPER WEST,WA WEST,2015,GROUNDNUT,"21,247.42",1.52,"32,391.04"
UPPER WEST,WA EAST,2015,GROUNDNUT,"13,112.46",1.11,"14,592.37"
UPPER WEST,WA MUNICIPAL,2015,GROUNDNUT,"17,617.36",1.1,"19,337.13"
UPPER WEST,LAWRA,2015,GROUNDNUT,"7,018.79",1.44,"10,129.26"
UPPER WEST,SISSALA EAST,2015,GROUNDNUT,"8,064.57",1.06,"8,523.97"
UPPER WEST,SISSALA WEST,2015,GROUNDNUT,"10,035.46",1.64,"16,420.66"
